Depthm,Salnty,T_degC
407,34.05,6.38
500,34.072,5.61
600,34.148,5.07
612,34.16,5.02
700,34.266,4.7
800,34.378,4.4
900,34.481,4.19
909,34.49,4.18
1000,34.478,3.96
1100,34.466,3.71
1200,34.456,3.46
1253,34.45,3.33
0,33.46,14.5
8,33.62,14.51
10,33.622,14.5
20,33.635,14.46
24,33.64,14.44
30,33.665,14.36
45,33.71,14.08
50,33.698,14.0
69,33.6,13.45
75,33.548,13.05
93,33.44,11.69
100,33.49,11.22
125,33.722,9.85
138,33.87,9.32
150,33.837,9.09
183,33.82,8.8
200,33.873,8.63
250,34.061,8.15
277,34.18,7.9
300,34.206,7.64
371,34.23,6.89
400,34.244,6.67
500,34.289,6.04
558,34.31,5.77
600,34.322,5.56
700,34.349,5.1
800,34.373,4.7
831,34.38,4.59
900,34.4,4.38
1000,34.431,4.07
1100,34.463,3.76
1152,34.48,3.6
0,33.53,14.7
9,33.62,14.59
10,33.618,14.58
20,33.597,14.52
26,33.58,14.46
30,33.564,14.37
48,33.51,13.87
50,33.51,13.81
74,33.58,13.07
75,33.589,13.04
100,33.8,12.28
125,33.763,11.27
150,33.68,10.26
200,33.87,8.83
250,34.006,8.22
300,34.088,7.96
302,34.09,7.96
400,34.13,7.27
403,34.13,7.25
500,34.132,6.4
600,34.139,5.57
606,34.14,5.52
700,34.203,5.06
800,34.269,4.68
895,34.33,4.42
900,34.33,4.41
1000,34.322,4.14
1100,34.316,3.87
1200,34.311,3.61
1232,34.31,3.52
0,33.4,13.78
8,33.44,13.85
10,33.451,13.86
20,33.521,13.9
21,33.53,13.9
30,33.505,13.5
42,33.44,12.72
50,33.407,12.23
62,33.4,11.5
75,33.523,10.74
84,33.62,10.28
100,33.62,9.8
122,33.62,9.43
125,33.635,9.39
150,33.78,9.09
162,33.86,8.98
200,33.983,8.66
244,34.05,8.39
250,34.056,8.37
300,34.087,8.21
327,34.09,8.12
400,34.09,7.54
493,34.09,6.69
500,,6.65
600,,6.05
700,,5.45
750,,5.15
0,33.66,14.6
8,33.66,14.59
10,33.664,14.59
20,33.684,14.59
23,33.69,14.59
30,33.677,14.58
43,33.66,14.57
50,33.654,14.47
66,33.64,14.05
75,33.623,13.67
89,33.6,13.01
100,33.582,12.57
125,33.575,11.69
132,33.87,10.57
150,33.795,10.98
175,33.69,10.43
200,33.909,10.14
250,34.325,9.74
262,34.42,9.68
300,34.448,9.19
349,34.38,8.54
400,34.362,8.04
500,34.342,7.2
521,34.34,7.05
600,34.35,6.38
700,34.378,5.62
757,34.4,5.22
800,34.415,5.03
900,34.451,4.58
1000,34.49,4.12
1001,34.49,4.12
0,33.62,14.65
9,33.62,14.64
10,33.62,14.63
20,33.62,14.5
26,33.62,14.4
30,33.637,14.36
49,33.71,14.02
50,33.709,13.98
75,33.66,12.69
100,33.62,11.05
101,33.62,10.99
125,33.684,10.03
150,33.8,9.45
199,34.07,9.05
200,34.072,9.04
250,34.1,8.74
300,34.129,8.43
302,34.13,8.42
400,34.263,7.53
405,34.27,7.48
500,34.306,6.68
600,34.308,5.94
609,34.31,5.88
700,34.335,5.39
800,34.366,4.94
900,34.4,4.57
1000,34.446,4.23
1100,34.494,3.89
1200,34.544,3.55
1232,34.56,3.44
0,33.49,14.7
9,33.69,14.7
10,33.687,14.7
20,33.606,14.69
25,33.53,14.69
30,33.531,14.68
47,33.58,14.59
50,33.578,14.58
70,33.55,14.39
75,33.545,14.29
93,33.53,13.8
100,33.525,13.58
125,33.501,12.71
134,33.49,12.35
150,33.388,11.46
200,33.354,9.14
202,33.35,9.06
244,33.96,8.9
250,33.969,8.87
300,34.038,8.52
330,34.07,8.26
400,34.156,7.53
489,34.25,6.6
500,34.255,6.52
600,34.29,5.86
700,34.309,5.36
725,34.31,5.26
800,34.356,4.97
900,34.418,4.57
1000,34.483,4.18
1011,34.49,4.14
0,33.6,14.68
8,33.51,14.67
10,33.521,14.67
20,33.617,14.69
23,33.66,14.7
30,33.663,14.59
44,33.62,14.34
50,33.607,14.32
66,33.58,14.26
75,33.58,14.14
89,33.58,13.8
100,33.596,13.2
125,33.679,11.69
131,33.71,11.29
150,33.819,10.48
173,33.95,9.72
200,34.022,9.12
250,34.104,8.49
258,34.11,8.45
300,34.23,8.38
343,34.34,8.3
400,34.34,7.76
500,34.34,6.63
513,34.34,6.47
600,34.358,5.87
700,34.383,5.33
765,34.4,5.06
800,34.408,4.94
900,34.432,4.58
1000,34.458,4.23
1100,34.486,3.88
1113,34.49,3.83
0,33.77,15.5
8,33.77,15.48
10,33.768,15.48
20,33.755,15.48
24,33.75,15.48
30,33.718,15.36
44,33.64,15.01
50,33.622,14.91
68,33.6,14.57
75,33.606,14.4
91,33.64,13.88
100,33.674,13.37
125,33.795,11.92
136,33.86,11.25
150,33.924,10.71
180,34.04,9.84
200,34.098,9.4
250,34.199,8.61
270,34.22,8.41
300,34.239,8.19
361,34.25,7.86
400,34.261,7.52
500,34.294,6.63
542,34.31,6.24
600,34.335,5.83
700,34.378,5.22
800,34.418,4.72
804,34.42,4.7
900,34.44,4.39
1000,34.462,4.06
1100,34.486,3.73
1116,34.49,3.68
0,33.69,15.3
9,33.69,15.22
10,33.691,15.21
20,33.694,15.09
25,,15.01
30,33.684,14.95
47,33.64,14.51
50,33.616,14.34
72,33.48,12.87
75,33.485,12.67
98,33.6,11.33
100,33.61,11.26
125,33.748,10.57
145,33.87,10.33
150,33.911,10.28
192,34.23,10.01
200,34.254,9.91
250,34.277,9.23
290,34.31,8.64
300,34.315,8.53
387,34.34,7.72
400,34.342,7.6
500,34.353,6.73
582,34.36,6.09
600,34.364,5.97
700,34.387,5.38
800,34.408,4.88
865,34.42,4.61
900,34.419,4.49
1000,34.417,4.15
1100,34.418,3.81
1199,34.42,3.48
0,33.64,15.0
9,33.68,15.05
10,33.679,15.05
20,33.667,15.02
26,33.66,15.01
30,33.627,14.95
49,33.49,14.63
50,33.496,14.63
75,33.6,14.4
100,33.28,13.23
125,33.249,11.75
149,33.39,10.51
150,33.398,10.48
198,33.82,9.8
200,33.832,9.78
250,34.08,9.2
299,34.21,8.7
300,34.211,8.69
400,34.32,7.65
500,,6.71
600,,5.9
602,,5.89
700,,5.31
800,,4.83
892,34.31,4.49
900,,4.47
1000,,4.18
1100,,3.88
1200,,3.59
1232,34.33,3.5
0,33.58,15.2
9,33.78,15.2
10,33.58,15.2
20,33.581,15.21
26,33.73,15.21
30,33.582,15.18
49,33.68,14.99
50,33.586,14.98
75,33.6,14.74
100,33.606,14.38
102,33.51,14.33
125,33.621,12.78
150,33.64,10.88
151,33.52,10.8
200,33.688,9.16
201,33.78,9.14
250,33.751,8.14
300,33.828,7.49
303,33.94,7.46
400,34.028,6.61
405,34.04,6.58
500,34.211,6.13
600,34.351,5.78
608,34.36,5.76
700,34.405,5.27
800,34.43,4.75
900,34.43,4.26
1000,34.453,4.02
1100,34.476,3.79
1200,34.5,3.55
1239,34.51,3.46
0,33.87,16.18
9,33.87,16.1
10,33.869,16.1
20,33.864,16.09
26,33.86,16.09
30,33.86,16.09
49,33.86,16.09
50,33.86,16.08
75,33.86,15.88
100,33.718,15.76
102,33.71,15.75
125,33.557,14.34
150,33.481,12.41
152,33.48,12.24
200,33.735,9.72
202,33.75,9.64
250,34.055,9.08
300,34.136,8.49
306,34.16,8.42
400,34.196,7.27
410,34.2,7.15
500,34.238,6.32
600,34.282,5.61
618,34.29,5.51
700,34.33,5.11
800,34.376,4.71
900,34.415,4.4
914,34.42,4.37
1000,34.436,4.13
1100,34.457,3.85
1200,34.478,3.57
1254,34.49,3.42
0,34.05,16.9
9,33.98,16.62
10,33.978,16.62
20,33.96,16.6
26,33.95,16.59
30,33.962,16.58
49,34.02,16.53
50,34.019,16.53
75,33.963,16.43
76,33.96,16.42
100,33.932,16.26
102,33.93,16.25
125,33.898,16.1
150,33.863,15.93
152,33.86,15.92
200,33.581,10.29
202,33.58,10.03
250,34.025,9.33
300,34.121,8.59
307,34.16,8.49
400,34.049,7.09
411,34.04,6.94
500,34.103,6.2
600,34.22,5.66
621,34.25,5.59
700,34.289,5.22
800,34.323,4.8
900,34.339,4.44
918,34.34,4.38
1000,34.348,4.13
1100,34.359,3.82
1200,34.371,3.51
1263,34.38,3.31
0,33.93,16.8
9,33.96,16.82
10,33.953,16.82
20,33.883,16.8
26,33.84,16.79
30,33.853,16.77
49,33.95,16.67
50,33.949,16.67
75,33.893,16.59
76,33.89,16.59
100,33.808,16.14
102,33.8,16.09
125,33.661,15.37
150,33.538,14.23
152,33.53,14.12
200,33.677,10.57
202,33.69,10.42
250,33.875,8.85
300,34.009,8.17
306,34.02,8.15
400,34.124,7.0
411,34.13,6.9
500,34.221,6.31
600,34.312,5.86
621,34.33,5.79
700,34.4,5.4
800,34.474,4.95
900,34.532,4.53
918,34.54,4.46
1000,34.531,4.22
1100,34.522,3.93
1200,34.514,3.64
1264,34.51,3.45
0,33.95,17.1
9,33.93,17.1
10,33.93,17.1
20,33.93,17.08
25,33.93,17.07
30,33.926,17.05
48,33.91,16.99
50,33.908,16.99
74,33.89,16.94
75,33.89,16.94
99,33.86,16.57
100,33.851,16.52
125,33.654,14.95
147,33.53,13.24
150,33.539,13.03
195,33.84,10.42
200,33.893,10.38
250,34.273,9.98
294,34.38,9.63
300,34.392,9.56
392,34.45,8.47
400,34.45,8.38
500,34.442,7.29
589,34.42,6.44
600,34.423,6.36
700,34.451,5.66
800,34.484,5.1
874,34.51,4.77
900,34.512,4.68
1000,34.519,4.35
1100,34.528,4.01
1200,34.539,3.67
1212,34.54,3.63
0,33.93,16.9
9,33.98,16.9
10,33.979,16.9
20,33.947,16.86
26,33.91,16.83
30,33.894,16.81
49,33.82,16.71
50,33.821,16.69
75,33.84,16.01
100,33.725,15.69
102,33.71,15.64
125,33.554,13.62
150,33.534,11.23
151,33.53,11.13
200,33.989,10.04
201,34.0,10.04
250,34.156,9.37
300,34.173,8.89
304,34.18,8.86
400,34.301,8.05
409,34.31,7.98
500,34.34,7.21
600,34.338,6.42
617,34.34,6.29
700,34.352,5.74
800,34.372,5.17
900,34.397,4.68
913,34.4,4.62
1000,34.439,4.35
1100,34.485,4.04
1200,34.533,3.72
1256,34.56,3.55
0,33.86,16.4
9,33.91,16.51
10,33.904,16.5
20,33.85,16.45
26,33.82,16.42
30,33.826,16.36
48,33.86,16.04
50,33.849,16.02
72,33.75,15.82
75,33.741,15.81
96,33.69,15.71
100,33.695,15.69
125,33.708,15.5
143,33.87,15.92
150,33.686,15.19
191,33.58,14.41
200,33.645,14.09
250,34.022,12.26
292,34.36,10.67
300,34.338,10.48
394,34.22,8.81
400,34.221,8.72
500,34.276,7.43
594,34.38,6.51
600,34.381,6.46
700,34.407,5.7
800,34.438,5.1
886,34.47,4.7
900,,4.65
1000,,4.33
1100,,4.0
1200,,3.67
1238,34.31,3.55
0,33.64,16.15
9,33.75,16.24
10,33.76,16.23
20,33.84,16.13
26,33.87,16.04
30,33.87,16.04
48,33.87,16.03
50,33.868,16.03
74,33.62,16.05
75,33.824,16.04
99,33.75,15.66
100,33.748,15.66
125,33.761,15.55
146,33.77,15.98
150,33.692,15.44
195,,15.25
200,33.701,14.98
250,33.779,12.24
295,33.91,9.71
300,33.924,9.67
396,34.16,8.81
400,34.16,8.76
500,34.142,7.63
600,34.07,6.51
700,34.18,5.74
800,34.303,5.11
896,34.43,4.65
900,34.43,4.64
1000,34.425,4.31
1100,34.422,3.98
1200,34.42,3.65
1244,34.42,3.5
0,33.71,16.8
10,,16.61
20,33.606,16.58
25,33.58,16.56
30,33.583,16.54
47,33.62,16.47
50,33.623,16.47
72,33.66,16.43
75,33.656,16.37
96,33.62,15.86
100,33.625,15.86
125,33.646,15.8
142,33.82,16.48
150,33.649,15.68
189,33.62,15.37
200,33.641,14.79
250,33.808,12.09
288,34.02,9.98
300,34.095,9.87
391,34.34,9.02
400,34.349,8.91
500,34.351,7.66
593,34.36,6.52
600,34.36,6.46
700,34.365,5.68
800,34.373,5.07
895,34.38,4.64
900,34.382,4.62
1000,34.418,4.3
1100,34.457,3.98
1200,34.497,3.66
1233,34.51,3.55
0,33.77,16.1
8,33.75,16.06
10,33.75,16.04
20,33.75,15.94
22,33.75,15.92
30,33.75,15.85
41,33.75,15.74
50,33.75,15.63
63,33.75,15.45
75,33.75,15.27
83,33.75,15.14
100,33.728,14.89
121,33.6,14.2
125,33.598,13.87
150,33.661,11.79
158,33.71,11.11
200,34.177,10.67
232,34.34,10.34
250,34.39,10.13
300,34.425,9.51
304,34.43,9.46
400,34.436,8.18
450,34.42,7.55
500,34.42,7.07
600,34.42,6.24
676,34.42,5.72
700,34.423,5.57
800,34.44,4.95
900,34.463,4.32
1000,34.491,3.7
1057,34.51,3.34
0,33.82,15.6
8,33.78,15.63
10,33.78,15.63
20,33.78,15.64
24,33.78,15.64
30,33.78,15.53
45,33.77,15.19
50,33.759,15.12
69,33.69,14.8
75,33.65,14.62
92,33.55,14.05
100,33.575,13.76
125,33.69,12.89
136,33.78,10.56
150,33.862,12.05
180,34.14,11.09
200,34.197,10.54
250,34.282,9.42
270,34.29,9.07
300,34.313,8.75
359,34.33,8.32
400,34.33,7.9
500,34.33,6.92
539,34.33,6.54
600,34.348,6.1
700,34.381,5.47
800,34.418,4.98
806,34.42,4.95
900,34.438,4.6
1000,34.459,4.23
1100,34.482,3.85
1133,34.49,3.73
0,33.89,15.65
9,33.87,15.72
10,33.866,15.72
20,33.841,15.71
21,33.84,15.71
30,33.845,15.7
39,33.86,15.69
50,33.86,15.62
55,33.86,15.59
70,33.82,13.86
75,33.86,15.62
97,33.86,15.63
100,33.854,15.62
125,33.749,15.34
128,33.73,15.28
150,33.813,14.27
200,34.17,11.69
206,34.23,11.35
250,34.368,10.39
300,34.43,9.8
303,34.43,9.78
400,34.421,8.5
500,34.34,7.4
600,34.341,6.42
700,34.356,5.6
800,34.38,4.93
801,34.38,4.92
900,34.39,4.57
1000,34.401,4.21
1100,34.415,3.85
1133,34.42,3.73
0,33.68,15.5
8,33.62,15.53
10,33.624,15.53
20,33.674,15.52
22,33.69,15.52
30,33.69,15.52
41,33.69,15.52
50,33.699,15.52
62,33.71,15.52
75,33.752,15.31
82,33.8,15.19
100,33.627,13.39
119,33.49,11.31
125,33.527,11.02
150,33.751,10.28
156,33.82,10.22
200,34.145,10.16
231,34.25,10.11
250,34.283,9.95
300,34.306,9.45
305,34.31,9.39
400,34.363,8.49
452,34.38,8.0
500,34.37,7.53
600,34.349,6.63
681,34.33,5.95
700,34.339,5.85
800,34.389,5.33
900,34.442,4.8
983,34.49,4.37
0,33.55,14.0
7,33.49,14.17
10,33.499,14.17
20,33.527,14.16
21,33.53,14.16
30,33.53,14.15
40,33.53,14.14
50,33.534,13.87
60,33.55,13.38
75,33.631,12.02
80,33.66,11.58
100,33.607,11.43
114,33.57,11.32
125,33.677,11.21
141,33.87,11.04
150,33.948,10.91
200,34.272,10.21
209,34.31,10.08
250,34.43,9.69
294,34.49,9.32
300,34.493,9.26
400,34.505,8.28
491,34.45,7.4
500,34.448,7.32
600,34.434,6.46
700,34.43,5.7
784,34.43,5.14
800,34.432,5.08
900,34.448,4.68
1000,34.465,4.29
1100,34.486,3.9
1120,34.49,3.82
0,33.03,10.3
6,32.92,18.46
10,32.951,10.29
15,32.99,10.29
20,33.005,10.33
30,33.054,10.39
31,33.06,10.4
47,33.15,10.36
50,33.167,10.35
64,33.26,10.25
75,33.381,10.05
98,33.64,9.54
100,33.656,9.5
125,33.81,9.05
132,33.84,8.93
150,33.891,8.66
197,33.96,8.04
200,33.966,8.01
250,34.058,7.53
300,34.136,7.11
382,34.23,6.55
400,34.232,6.41
500,34.232,5.66
569,34.22,5.2
600,34.241,5.06
700,34.313,4.6
800,34.386,4.14
818,34.4,4.06
0,32.63,9.8
9,32.74,9.63
10,32.738,9.63
20,32.722,9.65
21,32.72,9.65
30,32.78,9.78
42,32.9,9.96
50,32.941,9.95
63,33.08,9.93
75,33.219,9.04
84,33.33,8.3
100,33.506,8.07
124,33.62,7.72
125,33.627,7.71
150,33.78,7.43
165,33.86,7.28
200,33.951,6.93
243,33.96,6.53
250,34.026,6.47
300,34.037,6.09
323,34.02,5.93
400,34.065,5.43
487,34.11,4.96
500,34.12,4.91
600,34.195,4.58
700,34.271,4.32
750,34.31,4.22
800,,4.07
900,,3.78
1000,,3.49
1100,,3.2
1110,33.96,3.17
0,32.79,10.09
9,32.77,
10,32.767,9.85
20,32.744,9.61
22,32.74,9.57
30,32.74,9.57
44,32.74,9.56
50,32.755,9.55
64,32.83,9.54
75,32.87,9.15
84,32.92,8.78
100,33.139,8.37
123,33.49,8.0
125,33.51,7.98
150,33.716,7.81
161,33.78,7.76
200,33.943,7.27
236,34.02,6.76
250,34.037,6.61
300,34.069,6.12
311,34.07,6.03
400,34.111,5.37
467,34.14,4.98
500,34.168,4.85
600,34.247,4.51
700,34.317,4.26
720,34.33,4.22
800,34.319,3.99
900,34.306,3.7
1000,34.295,3.41
1043,34.29,3.29
0,32.75,9.7
9,32.81,9.78
10,32.808,9.78
20,32.774,9.75
21,32.77,9.75
30,32.795,9.75
42,32.83,9.75
50,32.798,9.74
62,32.75,9.72
75,33.014,8.94
82,33.19,8.47
100,33.428,7.97
118,33.58,7.78
125,33.637,7.71
150,33.8,7.52
154,33.82,7.5
200,33.929,7.12
228,33.94,6.87
250,33.955,6.63
300,33.979,6.08
304,33.98,6.04
400,34.041,5.23
457,34.08,4.86
500,34.113,4.67
600,34.185,4.31
700,34.248,4.08
703,34.25,4.08
800,34.273,3.84
900,34.297,3.6
1000,34.322,3.35
1030,34.33,3.28
0,,11.76
9,32.92,11.57
10,32.92,11.55
20,32.92,11.39
23,32.92,11.36
30,32.924,11.35
47,32.94,11.33
50,32.945,11.3
70,32.97,11.01
75,32.963,10.96
93,32.95,10.71
100,32.979,10.5
125,33.135,9.68
139,33.26,9.18
150,33.357,8.9
184,33.64,8.18
200,33.709,7.94
250,33.857,7.29
274,33.89,7.04
300,33.967,6.68
364,34.15,5.88
400,34.162,5.61
500,34.199,5.08
550,33.96,4.93
600,34.238,4.75
700,34.279,4.41
800,34.322,4.13
841,34.34,4.03
900,,3.87
1000,,3.61
1100,,3.34
1200,,3.08
1215,33.36,3.04
0,32.83,11.5
10,32.83,11.53
20,32.83,11.4
25,32.83,11.32
30,32.83,11.27
50,32.83,11.06
74,32.88,10.64
75,32.885,10.62
99,33.04,10.0
100,33.048,9.96
125,33.248,9.12
148,33.44,8.4
150,33.456,8.36
197,33.77,7.75
200,33.781,7.71
250,33.915,7.14
294,33.95,6.68
300,33.955,6.61
392,34.0,5.66
400,34.006,5.59
500,34.086,4.88
587,34.16,4.43
600,34.168,4.38
700,34.228,4.06
800,34.29,3.83
881,34.34,3.7
900,,3.66
1000,,3.44
1100,,3.23
1200,,3.01
1223,33.06,2.96
0,32.88,10.9
10,33.01,10.94
20,32.855,10.81
24,32.77,10.74
30,32.77,10.7
49,32.77,10.63
50,32.779,10.63
73,32.95,10.52
75,32.943,10.5
97,32.84,10.23
100,32.845,10.21
125,32.948,9.97
146,33.12,9.66
150,33.157,9.53
194,33.58,8.09
200,33.624,7.99
250,33.907,7.39
290,34.02,7.18
300,34.027,7.07
386,34.0,6.09
400,34.006,5.94
500,34.069,5.01
575,34.14,4.46
600,34.159,4.36
700,34.237,4.03
800,34.315,3.83
857,34.36,3.78
900,,3.68
1000,,3.44
1100,,3.2
1179,34.2,3.01
0,32.63,11.0
10,32.63,11.12
20,32.756,10.98
24,32.81,10.89
30,32.785,10.8
49,32.72,10.58
50,32.715,10.58
72,32.65,10.49
75,32.658,10.48
96,32.77,10.26
100,32.804,10.14
125,33.031,9.35
143,33.21,8.7
150,33.262,8.53
190,33.51,7.73
200,33.559,7.6
250,33.754,7.03
287,33.84,6.72
300,33.858,6.57
386,33.91,5.67
400,33.91,5.56
500,33.91,4.87
586,33.91,4.46
600,33.927,4.41
700,34.058,4.1
800,34.203,3.87
881,34.33,3.74
900,34.341,3.7
1000,34.402,3.48
1100,34.464,3.26
1175,34.51,3.1
0,32.68,10.2
10,32.66,17.24
20,32.66,9.86
25,32.66,9.77
30,32.659,9.73
49,32.65,9.58
50,32.649,9.57
74,32.61,9.22
75,32.607,9.18
98,32.59,8.35
100,32.605,8.35
125,32.803,8.35
147,32.99,8.35
150,33.016,8.32
196,,7.68
200,33.394,7.64
250,33.681,7.19
294,33.86,6.82
300,33.864,6.75
392,33.84,5.64
400,33.845,5.57
500,33.924,4.87
588,34.02,4.48
600,34.032,4.43
700,34.125,4.09
800,34.201,3.83
881,34.25,3.67
900,34.249,3.63
1000,34.242,3.44
1100,34.236,3.25
1200,34.231,3.06
1223,34.23,3.02
0,32.65,10.16
10,32.61,9.98
20,32.689,9.69
25,32.74,9.55
30,32.74,9.46
50,32.74,9.21
75,32.63,8.96
100,32.65,8.85
125,32.742,8.71
150,32.947,8.58
160,33.06,8.52
200,33.64,7.42
210,33.78,7.12
250,33.788,6.55
300,33.788,6.13
310,33.8,6.09
400,33.916,5.44
410,33.93,5.38
500,33.991,4.89
600,34.037,4.46
610,34.04,4.42
700,34.097,4.15
800,34.158,3.9
900,34.215,3.7
910,34.22,3.68
1000,34.25,3.49
1100,34.284,3.28
1200,34.318,3.07
1261,34.34,2.94
0,32.63,10.32
10,32.63,9.71
20,32.663,9.29
25,32.68,9.14
30,32.67,9.12
50,32.63,9.05
75,32.52,8.59
100,32.72,8.04
125,33.059,7.69
149,33.4,7.45
150,33.409,7.44
199,,7.07
200,33.761,7.06
250,33.951,6.43
297,33.98,5.84
300,33.982,5.81
396,34.0,5.18
400,34.004,5.16
500,34.107,4.72
593,34.22,4.43
600,34.226,4.41
700,34.3,4.14
800,34.361,3.91
881,34.4,3.75
900,34.408,3.71
1000,34.448,3.5
1100,34.49,3.29
1200,34.532,3.08
1219,34.54,3.04
0,,9.9
10,32.65,9.78
20,32.683,9.6
25,32.7,9.52
30,32.704,9.5
50,32.72,9.43
75,32.72,9.37
100,32.97,9.04
125,33.252,8.16
149,33.51,7.33
150,33.52,7.32
199,33.82,7.08
200,33.822,7.07
250,33.846,6.54
298,33.87,5.98
300,33.872,5.96
398,33.98,5.22
400,33.982,5.21
500,34.07,4.68
595,34.14,4.32
600,34.143,4.31
700,34.21,4.07
800,34.266,3.88
892,34.31,3.74
900,34.313,3.72
1000,34.346,3.48
1100,34.381,3.24
1184,34.41,3.04
0,32.66,9.5
9,32.57,9.34
10,32.57,9.31
20,32.57,9.07
22,32.57,9.02
30,32.579,8.99
45,,8.92
50,32.599,8.91
67,32.61,8.89
75,32.613,8.82
90,32.66,8.63
100,32.817,8.4
125,33.262,7.81
135,33.46,7.58
150,33.606,7.44
182,33.8,7.26
200,33.858,7.08
250,33.946,6.54
275,33.95,6.27
300,33.978,6.06
368,34.04,5.58
400,34.059,5.38
500,34.115,4.86
553,34.14,4.64
600,34.182,4.49
700,34.269,4.2
800,34.351,3.96
837,34.38,3.89
900,34.394,3.72
1000,34.418,3.46
1100,34.443,3.19
1126,34.45,3.12
0,32.66,9.15
10,32.65,9.23
20,32.667,9.05
24,32.68,8.97
30,32.716,9.03
48,,9.31
50,32.848,9.3
71,33.77,9.24
75,33.033,9.23
94,33.19,9.14
100,33.216,9.05
125,33.331,8.59
139,33.4,8.27
150,33.491,8.03
184,33.77,7.33
200,33.835,7.09
250,33.947,6.49
276,33.95,6.26
300,33.964,6.05
369,33.98,5.56
400,34.0,5.36
500,34.078,4.83
557,34.13,4.59
600,34.175,4.48
700,34.27,4.27
800,34.353,4.11
837,34.38,4.06
900,34.388,3.86
1000,34.401,3.55
1100,34.417,3.25
1121,34.42,3.18
0,32.7,9.5
9,32.74,9.24
10,32.738,9.21
20,32.726,8.95
24,34.34,8.87
30,32.719,8.87
47,34.4,8.86
50,32.72,8.79
70,32.74,8.29
75,32.848,8.22
93,33.26,8.02
100,33.379,7.97
125,33.696,7.8
139,33.8,7.72
150,33.837,7.61
185,33.86,7.25
200,33.867,7.15
250,33.895,6.87
275,33.91,6.76
300,33.959,6.6
366,34.09,6.17
400,34.104,5.93
500,34.105,5.27
547,34.11,4.98
600,34.169,4.74
700,34.287,4.36
800,34.413,4.06
828,34.45,3.99
900,34.475,3.8
1000,34.511,3.54
1100,34.548,3.29
1133,34.56,3.2
0,34.4,9.7
9,32.57,9.82
10,32.573,9.82
20,32.604,9.82
22,32.61,9.82
30,32.616,9.56
43,34.45,9.07
50,32.674,8.97
64,32.75,8.87
75,32.878,8.82
84,32.99,8.79
100,33.135,8.73
124,33.33,8.61
125,33.34,8.6
150,33.581,8.4
162,33.69,8.28
200,33.907,7.92
236,34.02,7.5
250,34.042,7.27
300,34.088,6.44
309,34.09,6.29
400,34.183,5.42
455,34.23,5.11
500,34.253,4.93
600,34.292,4.62
679,34.31,4.47
700,34.318,4.41
800,34.356,4.1
900,34.396,3.79
911,34.4,3.76
0,32.99,9.65
9,32.97,9.27
10,32.975,9.25
20,33.057,9.09
22,33.08,9.07
30,33.182,8.98
43,,8.85
50,33.422,8.77
64,33.13,
75,33.692,8.44
84,33.78,8.31
100,33.829,8.01
123,33.86,7.58
125,33.865,7.55
150,33.923,7.21
162,33.95,7.08
200,34.021,6.72
237,34.07,6.47
250,34.077,6.4
300,34.09,6.2
312,34.09,6.17
400,34.099,6.0
467,34.11,5.89
500,34.131,5.76
600,34.198,5.35
700,34.27,4.91
800,34.286,4.65
900,34.304,4.38
935,34.31,4.29
0,33.64,9.47
10,33.6,9.6
20,33.586,9.38
25,33.57,9.23
30,33.6,9.16
50,33.75,8.96
74,33.8,8.64
75,33.801,8.63
99,33.84,8.42
100,33.844,8.41
125,33.937,8.24
148,34.02,8.05
150,34.023,8.02
198,34.05,7.4
200,34.05,7.38
250,34.061,6.99
296,34.07,6.74
300,34.073,6.72
395,34.14,6.2
400,34.143,6.18
500,34.198,5.71
592,34.24,5.32
600,34.243,5.28
700,34.279,4.84
800,34.313,4.43
888,34.34,4.1
900,34.344,4.07
1000,34.38,3.82
1100,34.417,3.56
1187,34.45,3.34
0,33.03,11.1
9,33.1,10.82
10,33.113,10.81
20,33.213,10.76
24,33.24,10.74
30,33.237,10.73
47,33.23,10.69
50,33.238,10.55
71,33.32,9.41
75,33.329,9.28
95,33.39,8.83
100,33.432,8.74
125,33.645,8.38
143,33.8,8.18
150,33.824,8.1
190,33.88,7.66
200,33.881,7.53
250,33.886,6.92
286,33.89,6.56
300,33.918,6.51
383,34.1,6.34
400,34.116,6.25
500,34.183,5.7
577,34.2,5.22
600,34.217,5.12
700,34.288,4.7
800,34.355,4.35
872,34.4,4.13
900,34.406,4.05
1000,34.43,3.78
1100,34.454,3.51
1163,34.47,3.34
0,33.13,11.46
10,33.13,11.01
20,33.144,10.68
24,33.15,10.58
30,33.156,10.55
49,33.17,10.42
50,33.179,10.38
74,33.45,9.38
75,33.461,9.34
98,33.69,8.62
100,33.706,8.59
125,33.87,8.35
147,33.96,8.26
150,33.968,8.21
196,34.04,7.48
200,34.043,7.44
250,34.07,6.98
294,34.07,6.71
300,34.07,6.67
392,34.07,6.06
400,34.076,6.02
500,34.159,5.57
587,34.25,5.25
600,34.26,5.19
700,34.329,4.77
800,34.385,4.37
882,34.42,4.05
900,34.423,4.0
1000,34.439,3.7
1100,34.456,3.4
1176,34.47,3.18
0,32.86,10.7
10,32.99,10.52
20,33.026,10.32
25,33.03,10.24
30,33.048,10.25
49,33.13,10.41
50,33.133,10.41
74,33.26,10.42
75,33.258,10.38
98,33.24,9.14
100,33.261,9.06
125,33.556,8.22
147,33.86,7.76
150,33.879,7.72
196,34.04,7.27
200,34.05,7.24
250,34.143,6.92
294,34.18,6.68
300,34.182,6.64
